Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Mumbai,2017,33000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,Hyundai,Grand
Chennai,2016,34000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,Maruti,Ciaz
Kolkata,2012,55000.0,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,Skoda,Rapid
Kochi,2006,160538.0,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,Hyundai,Accent
Jaipur,2014,60000.0,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,Volkswagen,Polo
Coimbatore,2017,49575.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,Honda,Jazz
Jaipur,2010,83000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,Hyundai,i10
Kochi,2018,51346.0,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,Hyundai,Tucson
Pune,2017,43000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,Toyota,Innova
Jaipur,2011,35000.0,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,Maruti,Omni
Coimbatore,2017,27872.0,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95,Maruti,Swift
Mumbai,2014,16514.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai,Grand
Pune,2012,120000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,Maruti,Swift
Hyderabad,2008,143275.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,Hyundai,Verna
Hyderabad,2006,99000.0,Petrol,Manual,First,0.0,1086.0,62.27931034482759,5.0,1.75,Hyundai,Santro
Mumbai,2010,52000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,Hyundai,i20
Coimbatore,2017,29819.0,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29,Mercedes-Benz,GLE
Bangalore,2014,57000.0,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0,Mercedes-Benz,New
Hyderabad,2014,88500.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,Maruti,Ritz
Bangalore,2016,28000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,Hyundai,Creta
Pune,2010,67000.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti,A-Star
Delhi,2016,26000.0,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,Renault,Duster
Delhi,2010,120000.0,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,Fiat,Grande
Coimbatore,2017,51982.0,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,BMW,X3
Bangalore,2010,36000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,Hyundai,i10
Pune,2016,47000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,Toyota,Innova
Mumbai,2002,60000.0,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,Maruti,Zen
Hyderabad,2018,31025.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,Maruti,Swift
Pune,2013,105000.0,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,Mahindra,Scorpio
Pune,2017,121900.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,Tata,Zest
Mumbai,2017,22695.0,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,Ford,EcoSport
Jaipur,2012,73000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,Maruti,Swift
Kochi,2016,32227.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,Maruti,Alto
Jaipur,2011,55000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,Honda,City
Kochi,2018,11287.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,Audi,Q7
Mumbai,2009,48000.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,Skoda,Laura
Kochi,2012,54308.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,Hyundai,Verna
Jaipur,2009,78442.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,Honda,City
Kolkata,2013,46000.0,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,Hyundai,i20
Coimbatore,2014,45051.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,Hyundai,i20
Hyderabad,2011,69000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,Volkswagen,Vento
Ahmedabad,2014,49000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,Honda,City
Pune,2018,45000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,Tata,Zest
Pune,2015,64000.0,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,BMW,5
Delhi,2009,60000.0,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,Maruti,Wagon
Delhi,2015,62178.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,Honda,Jazz
Coimbatore,2012,58006.0,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,Volkswagen,Jetta
Hyderabad,2010,74000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,Hyundai,i10
Kochi,2015,77771.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,Mercedes-Benz,New
Pune,2012,45275.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,Hyundai,i10
Chennai,2016,48000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,Toyota,Innova
Kochi,2015,31652.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,Audi,A6
Hyderabad,2010,109000.0,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,Toyota,Innova
Mumbai,2015,31978.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,Volkswagen,Polo
Hyderabad,2011,70000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti,Alto
Mumbai,2017,15000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,Honda,City
Coimbatore,2013,59138.0,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,Tata,Indigo
Kochi,2014,61726.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,Audi,A6
Delhi,2015,48000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,Mercedes-Benz,GLA
Chennai,2006,58000.0,Petrol,Manual,Second,0.0,1086.0,62.27931034482759,5.0,1.5,Hyundai,Santro
Kolkata,2011,60020.0,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,2.5,Maruti,Swift
Hyderabad,2014,77815.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti,Celerio
Hyderabad,2017,29000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,Mercedes-Benz,GLE
Delhi,2017,44000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,Land Rover,Range Rover HSE Dynamic
Hyderabad,2011,108626.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,Volkswagen,Vento
Hyderabad,2012,71791.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,Maruti,Omni
Kochi,2012,91931.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,Honda,Brio
Hyderabad,2000,158000.0,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,Tata,Sumo
Pune,2012,91183.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,Tata,Indica
Delhi,2012,65000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,Maruti,Wagon
Hyderabad,2015,88428.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,Mahindra,XUV500
Pune,2008,138000.0,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,Tata,Indigo
Mumbai,2018,18000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,Maruti,Ertiga
Mumbai,2011,60000.0,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,Honda,Accord
Kolkata,2012,48000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,Maruti,Swift
Hyderabad,2009,160000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,Ford,Fiesta
Kolkata,2008,40000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,Honda,City
Kochi,2014,51495.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,Audi,A6
Mumbai,2011,30000.0,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,BMW,6
Coimbatore,2017,97430.0,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,Audi,Q7
Pune,2008,42496.0,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4,Maruti,Zen
Pune,2012,83000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai,i20
Bangalore,2009,37000.0,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,Hyundai,i10
Kochi,2016,28503.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,Honda,Jazz
Hyderabad,2015,76496.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,Maruti,Swift
Pune,2011,79152.0,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,Hyundai,i20
Kolkata,2011,32000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,Volkswagen,Polo
Ahmedabad,2009,35000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti,Alto
Chennai,2004,105000.0,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,Toyota,Corolla
Chennai,2006,56000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,Maruti,Alto
Pune,2012,73000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,Tata,Manza
Pune,2012,38000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,Maruti,Alto
Kolkata,2013,68719.0,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,Skoda,Octavia
Kolkata,2008,80000.0,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,Toyota,Corolla
Coimbatore,2016,24973.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,Hyundai,i20
Chennai,2016,45000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,Maruti,Vitara
Delhi,2010,87430.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda,City
Hyderabad,2014,133944.0,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,Tata,Indica
Kolkata,2013,57000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,Honda,Amaze
Coimbatore,2016,27904.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,Hyundai,EON
Kochi,2015,30717.0,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,BMW,3
Bangalore,2012,80000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,Hyundai,Verna
Ahmedabad,2013,47304.0,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,Tata,Manza
Jaipur,2005,100000.0,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,Skoda,Octavia
Pune,2017,30000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,Maruti,Alto
Mumbai,2014,68000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,Ford,Ecosport
Kolkata,2011,21000.0,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet,Spark
Hyderabad,2017,21000.0,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,Jaguar,XF
Jaipur,2007,119000.0,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,Honda,CR-V
Kochi,2019,13747.0,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,Skoda,Superb
Chennai,2009,51564.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,Hyundai,i10
Delhi,2013,70000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,Maruti,Swift
Mumbai,2016,18000.0,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,Maruti,Swift
Chennai,2011,83000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,Nissan,Micra
Mumbai,2015,130000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,Maruti,Swift
Pune,2012,63400.0,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,Ford,Fiesta
Kolkata,2003,65000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,Maruti,Zen
Pune,2017,8350.0,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,Mini,Clubman
Kolkata,2014,45000.0,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,Toyota,Etios
Kolkata,2018,26200.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,Maruti,Alto
Bangalore,2011,11000.0,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,Maruti,Alto
Bangalore,2009,90000.0,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,BMW,X5
Mumbai,2015,74000.0,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,Nissan,Teana
Coimbatore,2015,37081.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,Hyundai,Grand
Hyderabad,2017,39000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,Maruti,Vitara
Mumbai,2008,99000.0,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,Audi,Q7
Chennai,2015,38000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,Mercedes-Benz,GLA
Chennai,2007,72000.0,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,Maruti,800
Chennai,2015,93000.0,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,Renault,Duster
Mumbai,2017,5900.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,Toyota,Corolla
Chennai,2014,25000.0,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz,New
Hyderabad,2010,68000.0,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,Maruti,Ritz
Kochi,2017,35676.0,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,Honda,BRV
Kochi,2015,74310.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,Hyundai,Xcent
Jaipur,2014,59364.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,Mercedes-Benz,E-Class
Kochi,2014,41380.0,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,Mercedes-Benz,B
Bangalore,2017,33900.0,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz,E-Class
Mumbai,2016,28000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,Honda,City
Hyderabad,2007,50958.0,Petrol,Manual,First,17.0,1086.0,62.27931034482759,5.0,1.95,Hyundai,Santro
Chennai,2011,93982.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda,City
Pune,2010,95000.0,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,Hyundai,Verna
Mumbai,2017,9000.0,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,Jaguar,XE
Delhi,2015,52516.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda,Amaze
Bangalore,2015,20000.0,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,Mini,Cooper
Coimbatore,2017,56451.0,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,Mercedes-Benz,S
Chennai,2014,37000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai,EON
Kolkata,2014,17400.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti,Wagon
Coimbatore,2011,90207.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,Maruti,Ritz
Chennai,2011,89616.0,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,BMW,3
Pune,2014,85000.0,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,Tata,Xenon
Chennai,2014,79271.0,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,Audi,A3
Hyderabad,2012,56000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,Land Rover,Range Rover 2.2L Dynamic
Pune,2010,85001.0,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz,GL-Class
Hyderabad,2018,12000.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,Mitsubishi,Pajero
Jaipur,2010,125000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,Maruti,Alto
Pune,2013,53000.0,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,Maruti,Wagon
Coimbatore,2017,34990.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,Land Rover,Range Rover 2.2L Prestige
Pune,2011,49768.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,Hyundai,Verna
Hyderabad,2013,56000.0,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,BMW,5
Bangalore,2013,75000.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,Jaguar,XF
Hyderabad,2010,57000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda,Superb
Kochi,2017,37542.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,Audi,Q3
Coimbatore,2014,95649.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,Land Rover,Range Rover 2.2L Pure
Jaipur,2013,35299.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,Mercedes-Benz,New
Kochi,2017,28464.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,Mahindra,Scorpio
Mumbai,2015,41000.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,BMW,3
Pune,2017,9000.0,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,Honda,BR-V
Chennai,2010,92098.0,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,Volvo,S80
Pune,2005,5834.0,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,Hyundai,Accent
Jaipur,2017,40250.0,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,Hyundai,i20
Coimbatore,2018,22397.0,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99,Mercedes-Benz,GLC
Kolkata,2015,20800.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,Hyundai,EON
Kochi,2018,40322.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai,Grand
Mumbai,2013,52576.0,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,Honda,City
Kolkata,2010,55000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,Volkswagen,Polo
Mumbai,2016,47000.0,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5,Audi,A6
Hyderabad,2010,42021.0,Diesel,Manual,First,0.0,1968.0,105.0,5.0,5.45,Volkswagen,Jetta
Coimbatore,2017,23163.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,Hyundai,Creta
Mumbai,2011,50000.0,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,Mercedes-Benz,New
Mumbai,2014,11900.0,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5,Mini,Cooper
Pune,2006,108000.0,Petrol,Manual,Second,17.0,1086.0,62.27931034482759,5.0,1.2,Hyundai,Santro
Bangalore,2013,37000.0,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,Toyota,Etios
Delhi,2014,30000.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,Honda,Brio
Coimbatore,2018,12831.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,Maruti,Baleno
Coimbatore,2012,143017.0,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58,Skoda,Laura
Kochi,2018,13102.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,Hyundai,EON
Coimbatore,2019,24950.0,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,Renault,Captur
Coimbatore,2011,57832.0,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82,BMW,5
Kochi,2016,34267.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,Maruti,Alto
Bangalore,2015,33000.0,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0,Volvo,V40
Ahmedabad,2007,55100.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45,Maruti,Wagon
Kolkata,2008,40000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0,Honda,City
Kochi,2017,31841.0,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7,Maruti,Eeco
Kolkata,2014,15000.0,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75,Chevrolet,Enjoy
Coimbatore,2016,82756.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7,Mahindra,Bolero
Coimbatore,2012,50243.0,Petrol,Manual,First,0.0,1086.0,62.27931034482759,5.0,3.35,Hyundai,Santro
Hyderabad,2014,20600.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai,EON
Coimbatore,2017,29952.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77,Hyundai,Creta
Mumbai,2017,15000.0,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1,Volkswagen,Vento
Pune,2008,61938.0,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65,Honda,Civic
Hyderabad,2014,67000.0,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,Tata,Indica
Kochi,2013,61672.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53,Mahindra,XUV500
Coimbatore,2017,26185.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98,Hyundai,i20
Bangalore,2014,38000.0,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0,Audi,Q5
Chennai,2011,67000.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25,Maruti,Ritz
Chennai,2010,66000.0,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85,Mitsubishi,Cedia
Hyderabad,2015,80883.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5,Toyota,Innova
Hyderabad,2016,80219.0,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5,Maruti,Celerio
Delhi,2018,12923.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92,Maruti,S-Cross
Coimbatore,2016,86642.0,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37,Audi,Q3
Bangalore,2016,19235.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5,BMW,3
Coimbatore,2016,51002.0,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91,Audi,Q7
Pune,2016,6800.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2,Hyundai,i20
Hyderabad,2012,82749.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99,Renault,Duster
Pune,2016,51000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25,Hyundai,Xcent
Delhi,2014,31465.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,Ford,Ecosport
Hyderabad,2013,76476.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4,Volkswagen,Polo
Kolkata,2017,14000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6,Hyundai,Grand
Ahmedabad,2013,47000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,Tata,Manza
Kolkata,2011,48466.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26,Honda,City
Bangalore,2008,46000.0,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22,Hyundai,Santro
Hyderabad,2012,162663.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5,Toyota,Innova
Coimbatore,2017,25142.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26,Maruti,Ciaz
Delhi,2013,69000.0,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45,Toyota,Fortuner
Chennai,2009,80524.0,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,2.5,Ford,Fiesta
Kochi,2018,26405.0,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.43,Mercedes-Benz,E-Class
Chennai,2014,45000.0,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0,Mercedes-Benz,New
Kolkata,2012,64284.0,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5,Skoda,Yeti
Delhi,2015,27000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,Hyundai,Grand
Hyderabad,2018,3678.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8,Ford,Figo
Mumbai,2013,21000.0,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75,Skoda,Octavia
Mumbai,2015,67000.0,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0,Renault,Duster
Delhi,2015,24000.0,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5,Land Rover,Range Rover Evoque 2.0 TD4 Pure
Chennai,2011,75000.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25,Ford,Figo
Hyderabad,2008,179000.0,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24,Ford,Endeavour
Coimbatore,2017,47198.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42,Toyota,Fortuner
Kolkata,2012,52000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75,Volkswagen,Polo
Jaipur,2011,91000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0,Maruti,Ritz
Pune,2013,60000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55,Nissan,Micra
Kolkata,2013,37873.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8,Hyundai,Verna
Kolkata,2011,31000.0,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5,BMW,5
Pune,2017,129000.0,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,56.0,Mercedes-Benz,GLS
Hyderabad,2004,78000.0,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99,Honda,CR-V
Bangalore,2016,32000.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5,Hyundai,Creta
Jaipur,2010,59000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32,Hyundai,i10
Kochi,2016,35437.0,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58,Mercedes-Benz,A
Jaipur,2014,98000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5,Maruti,Ertiga
Chennai,2006,72000.0,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2,Skoda,Octavia
Pune,2015,79000.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0,Honda,Amaze
