Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,prix_euro,marque_modele
2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,6556.0,Hyundai i20
2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5170.0,Volkswagen Vento
2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7590.0,Honda City
2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5775.0,Tata Zest
2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,30800.0,BMW 5
2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1485.0,Maruti Wagon
2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5334.999999999999,Honda Jazz
2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,7370.0,Volkswagen Jetta
2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3410.0,Hyundai i10
2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,20504.0,Mercedes-Benz New
2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3080.0,Hyundai i10
2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22275.0,Toyota Innova
2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,29458.0,Audi A6
2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,9086.0,Toyota Innova
2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4279.0,Volkswagen Polo
2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2310.0,Maruti Alto
2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,13959.0,Honda City
2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2838.0,Tata Indigo
2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,22847.0,Audi A6
2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,22286.0,Mercedes-Benz GLA
2006,58000,Petrol,Manual,Second,0.0,1086.0,113.0,5.0,1650.0,Hyundai Santro
2011,60020,Diesel,Manual,First,17.8,1248.0,113.0,5.0,2750.0,Maruti Swift
2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4675.0,Maruti Celerio
2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,62699.99999999999,Mercedes-Benz GLE
2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,48400.0,Land Rover
2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4014.9999999999995,Volkswagen Vento
2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2254.9999999999995,Maruti Omni
2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3443.0,Honda Brio
2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1650.0,Tata Sumo
2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,3135.0,Tata Indica
2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2915.0,Maruti Wagon
2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11660.0,Mahindra XUV500
2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1375.0,Tata Indigo
2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,9075.0,Maruti Ertiga
2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4895.0,Honda Accord
2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4069.9999999999995,Maruti Swift
2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3080.0,Ford Fiesta
2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1979.9999999999998,Honda City
2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24145.0,Audi A6
2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,53900.0,BMW 6
2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,68937.0,Audi Q7
2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1540.0,Maruti Zen
2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6050.0,Hyundai i20
2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,3245.0,Hyundai i10
2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,7546.0,Honda Jazz
2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6765.0,Maruti Swift
2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3630.0,Hyundai i20
2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2804.9999999999995,Volkswagen Polo
2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1650.0,Maruti Alto
2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2750.0,Toyota Corolla
2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1540.0,Maruti Alto
2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3740.0,Tata Manza
2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2475.0,Maruti Alto
2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,3080.0,Toyota Corolla
2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8426.0,Hyundai i20
2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7864.999999999999,Maruti Vitara
2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3850.0,Honda City
2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3850.0,Tata Indica
2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3795.0,Honda Amaze
2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3905.0,Hyundai EON
2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,28589.0,BMW 3
2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5775.0,Hyundai Verna
2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3190.0,Tata Manza
2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2254.9999999999995,Skoda Octavia
2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4125.0,Maruti Alto
2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7425.0,Ford Ecosport
2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1045.0,Chevrolet Spark
2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,57200.0,Jaguar XF
2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,4301.0,Honda CR-V
2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,30030.0,Skoda Superb
2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3850.0,Maruti Swift
2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6820.0,Maruti Swift
2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3025.0,Nissan Micra
2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3575.0,Maruti Swift
2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3575.0,Ford Fiesta
2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,715.0,Maruti Zen
2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,38500.0,Mini Clubman
2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3575.0,Toyota Etios
2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,3190.0,Maruti Alto
2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,3190.0,Maruti Alto
2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,19525.0,BMW X5
2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,9075.0,Nissan Teana
2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6347.0,Hyundai Grand
2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10439.0,Maruti Vitara
2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,14245.0,Audi Q7
2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,22000.0,Mercedes-Benz GLA
2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1100.0,Maruti 800
2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7810.0,Renault Duster
2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,18150.0,Toyota Corolla
2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,28600.0,Mercedes-Benz New
2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3520.0,Maruti Ritz
2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,10428.0,Honda BRV
2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4400.0,Hyundai Xcent
2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29150.0,Mercedes-Benz E-Class
2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,12947.0,Mercedes-Benz B
2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,40700.0,Mercedes-Benz E-Class
2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,9625.0,Honda City
2007,50958,Petrol,Manual,First,17.0,1086.0,113.0,5.0,2145.0,Hyundai Santro
2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4125.0,Honda City
2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2750.0,Hyundai Verna
2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,37950.0,Jaguar XE
2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5115.0,Honda Amaze
2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,35200.0,Mini Cooper
2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,69091.0,Mercedes-Benz S
2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3575.0,Hyundai EON
2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3410.0,Maruti Wagon
2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,4301.0,Maruti Ritz
2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,12100.0,BMW 3
2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3850.0,Tata Xenon
2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18150.0,Audi A3
2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,33000.0,Land Rover
2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,30800.0,Mercedes-Benz GL-Class
2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,30800.0,Mitsubishi Pajero
2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1011.9999999999999,Maruti Alto
2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,3025.0,Maruti Wagon
2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,59213.0,Land Rover
2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5445.0,Hyundai Verna
2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,36850.0,BMW 5
2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,30745.0,Jaguar XF
2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7974.999999999999,Skoda Superb
2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,28281.0,Audi Q3
2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,32636.999999999996,Land Rover
2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,20900.0,Mercedes-Benz New
2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,14355.0,Mahindra Scorpio
2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,28050.0,BMW 3
2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,9350.0,Honda BR-V
2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7974.999999999999,Volvo S80
2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,880.0,Hyundai Accent
2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,7590.0,Hyundai i20
2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,78088.99999999999,Mercedes-Benz GLC
2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2475.0,Hyundai EON
2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6050.0,Hyundai Grand
2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4784.999999999999,Honda City
2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2475.0,Volkswagen Polo
2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,26950.0,Audi A6
2010,42021,Diesel,Manual,First,0.0,1968.0,113.0,5.0,5995.0,Volkswagen Jetta
2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13233.0,Hyundai Creta
2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,9350.0,Mercedes-Benz New
2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,31349.999999999996,Mini Cooper
2006,108000,Petrol,Manual,Second,17.0,1086.0,113.0,5.0,1320.0,Hyundai Santro
2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6325.0,Toyota Etios
2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3520.0,Honda Brio
2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10879.0,Maruti Baleno
2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,7238.0,Skoda Laura
2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4465.999999999999,Hyundai EON
2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,14707.0,Renault Captur
2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,28402.0,BMW 5
2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,4114.0,Maruti Alto
2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,24200.0,Volvo V40
2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1595.0,Maruti Wagon
2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2200.0,Honda City
2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,5170.0,Maruti Eeco
2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,4125.0,Chevrolet Enjoy
2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8470.0,Mahindra Bolero
2012,50243,Petrol,Manual,First,0.0,1086.0,113.0,5.0,3685.0,Hyundai Santro
2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2860.0,Hyundai EON
2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,15147.0,Hyundai Creta
2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7810.0,Volkswagen Vento
2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2915.0,Honda Civic
2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2750.0,Tata Indica
2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8283.0,Mahindra XUV500
2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8778.0,Hyundai i20
2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,42900.0,Audi Q5
2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2475.0,Maruti Ritz
2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,4235.0,Mitsubishi Cedia
2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,14850.0,Toyota Innova
2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3850.0,Maruti Celerio
2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,9812.0,Maruti S-Cross
2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,22407.0,Audi Q3
2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,40150.0,BMW 3
2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,53801.0,Audi Q7
2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7919.999999999999,Hyundai i20
2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6589.0,Renault Duster
2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5775.0,Hyundai Xcent
2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7150.0,Ford Ecosport
2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4840.0,Volkswagen Polo
2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5059.999999999999,Hyundai Grand
2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3245.0,Tata Manza
2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3586.0,Honda City
2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2442.0,Hyundai Santro
2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,11550.0,Toyota Innova
2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9086.0,Maruti Ciaz
2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,15894.999999999998,Toyota Fortuner
2009,80524,Petrol,Manual,Second,15.3,1596.0,113.0,5.0,2750.0,Ford Fiesta
2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,56573.0,Mercedes-Benz E-Class
2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,25300.0,Mercedes-Benz New
2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,6050.0,Skoda Yeti
2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4950.0,Hyundai Grand
2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,7480.0,Ford Figo
2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,9625.0,Skoda Octavia
2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7700.0,Renault Duster
2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,36850.0,Land Rover
2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2475.0,Ford Figo
2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4664.0,Ford Endeavour
2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,31262.0,Toyota Fortuner
2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3025.0,Volkswagen Polo
2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3300.0,Maruti Ritz
2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3905.0,Nissan Micra
2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5280.0,Hyundai Verna
2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,14850.0,BMW 5
2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,61600.0,Mercedes-Benz GLS
2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,4389.0,Honda CR-V
2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17050.0,Hyundai Creta
2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2551.9999999999995,Hyundai i10
2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,20437.999999999996,Mercedes-Benz A
2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6050.0,Maruti Ertiga
2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3520.0,Skoda Octavia
2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4400.0,Honda Amaze
2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1760.0,Maruti Zen
2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4565.0,Maruti SX4
2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4675.0,Honda Brio
2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2860.0,Maruti Wagon
2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3773.0,Toyota Camry
2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2804.9999999999995,Chevrolet Beat
2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,35200.0,Toyota Fortuner
2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6875.0,Ford Ecosport
2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3959.9999999999995,Maruti Swift
2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,20350.0,Mercedes-Benz S
2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4675.0,Honda Mobilio
2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,5280.0,Hyundai Grand
2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,14300.0,Mahindra XUV500
2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2475.0,Skoda Fabia
2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2529.9999999999995,Hyundai Santro
2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,14916.0,Hyundai Creta
2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,13475.0,Mahindra Scorpio
2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4136.0,Skoda Rapid
2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9438.0,Renault Duster
2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,30250.0,BMW X5
2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,5445.0,Toyota Etios
2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3630.0,Maruti Wagon
2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8800.0,Hyundai Creta
2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3069.0,Maruti Celerio
2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,50204.0,Land Rover
2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2804.9999999999995,Chevrolet Beat
2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1100.0,Tata Nano
2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,41316.0,Audi A6
2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,10218.999999999998,Mercedes-Benz E-Class
2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7007.0,Maruti Swift
2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,3278.0,Fiat Linea
2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6325.0,Maruti Swift
2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,14300.0,Toyota Fortuner
2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,7480.0,Maruti Ertiga
2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,11539.0,BMW 3
2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6160.0,Maruti Ertiga
2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,3135.0,Honda City
2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,9196.0,Hyundai Santa
2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1100.0,Tata Indigo
2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,11825.0,Mercedes-Benz E-Class
2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4235.0,Maruti Swift
2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3300.0,Ford Fiesta
2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10560.0,Honda City
2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,14575.0,Toyota Fortuner
2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6325.0,Honda Amaze
2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7425.0,Hyundai i20
2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,5334.999999999999,Chevrolet Enjoy
2019,13190,Petrol,Automatic,First,0.0,1950.0,181.43,5.0,42889.0,Mercedes-Benz New
2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,3135.0,Maruti SX4
2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10461.0,Toyota Innova
2012,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,20350.0,BMW 5
2015,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7425.0,Renault Duster
2017,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,32339.999999999996,BMW X1
2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3619.0,Honda City
2016,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,10450.0,Maruti Ciaz
2010,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2420.0,Maruti Swift
2012,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7150.0,Mahindra XUV500
2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,5390.0,Honda Civic
2013,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,7425.0,Maruti Ertiga
2013,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,4180.0,Toyota Etios
2013,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,32449.999999999996,Audi TT
2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,11550.0,Skoda Rapid
2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6820.0,Volkswagen Polo
2009,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5500.0,Skoda Laura
2007,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,2529.9999999999995,Mahindra Renault
2016,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18700.0,Toyota Innova
2014,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28050.0,BMW 3
2015,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6215.0,Honda Jazz
2015,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6160.0,Honda Amaze
2015,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32978.0,Jaguar XF
2016,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8128.999999999999,Maruti Swift
2018,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,20900.0,Jeep Compass
2010,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5500.0,Toyota Corolla
2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3685.0,Honda City
2013,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4895.0,Maruti Swift
2019,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,9141.0,Hyundai Verna
2012,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,6600.0,Mahindra Bolero
2014,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5775.0,Maruti Swift
2006,83072,Petrol,Manual,First,17.0,1086.0,113.0,5.0,1540.0,Hyundai Santro
2012,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,13530.0,Audi A6
2004,129000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1650.0,Ford Ikon
